sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,two_year_recid
Female,51,Greater than 45,Non Caucasian,0,0,0,16,F,0
Male,26,25 - 45,Non Caucasian,0,0,0,1,M,1
Male,29,25 - 45,Non Caucasian,0,0,0,3,F,1
Male,52,Greater than 45,Caucasian,0,0,0,6,F,1
Male,28,25 - 45,Caucasian,0,0,0,1,F,1
Female,34,25 - 45,Non Caucasian,0,0,0,4,F,1
Male,55,Greater than 45,Non Caucasian,0,0,0,5,F,1
Male,26,25 - 45,Non Caucasian,1,1,0,10,F,1
Male,28,25 - 45,Non Caucasian,0,0,0,5,F,0
Male,63,Greater than 45,Caucasian,0,0,0,2,F,0
Male,42,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,23,Less than 25,Non Caucasian,1,2,2,6,F,0
Male,54,Greater than 45,Non Caucasian,0,0,0,28,F,1
Male,35,25 - 45,Non Caucasian,0,0,1,8,F,1
Female,24,Less than 25,Non Caucasian,1,0,0,6,F,1
Male,54,Greater than 45,Non Caucasian,0,0,0,2,M,0
Male,58,Greater than 45,Non Caucasian,0,0,0,12,M,1
Male,23,Less than 25,Caucasian,0,0,1,1,M,1
Male,35,25 - 45,Non Caucasian,0,0,0,1,M,0
Male,20,Less than 25,Non Caucasian,0,0,0,1,F,1
Male,51,Greater than 45,Caucasian,0,0,0,0,F,0
Male,24,Less than 25,Non Caucasian,0,0,0,0,F,0
Male,37,25 - 45,Caucasian,0,0,0,3,F,0
Male,47,Greater than 45,Caucasian,0,0,0,3,F,0
Male,34,25 - 45,Caucasian,0,0,0,4,F,1
Male,56,Greater than 45,Caucasian,0,0,0,0,F,0
Male,34,25 - 45,Non Caucasian,0,0,0,4,F,1
Male,59,Greater than 45,Caucasian,0,0,0,1,F,1
Male,35,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,58,Greater than 45,Non Caucasian,0,0,0,1,F,0
Male,29,25 - 45,Non Caucasian,0,0,0,2,M,0
Female,24,Less than 25,Caucasian,0,0,1,6,F,1
Male,21,Less than 25,Caucasian,0,0,4,2,M,1
Male,26,25 - 45,Non Caucasian,0,0,0,2,M,0
Male,50,Greater than 45,Non Caucasian,0,0,0,5,F,1
Male,26,25 - 45,Non Caucasian,0,0,0,1,F,0
Female,30,25 - 45,Caucasian,0,0,0,0,M,0
Male,29,25 - 45,Caucasian,0,0,0,6,F,1
Male,29,25 - 45,Caucasian,0,0,0,0,M,1
Male,54,Greater than 45,Non Caucasian,0,0,0,0,M,0
Male,29,25 - 45,Non Caucasian,0,0,0,4,F,1
Female,59,Greater than 45,Caucasian,0,0,0,0,M,0
Male,38,25 - 45,Non Caucasian,0,0,0,0,F,0
Female,22,Less than 25,Non Caucasian,0,0,0,2,F,1
Male,29,25 - 45,Non Caucasian,0,0,0,4,F,1
Male,27,25 - 45,Caucasian,0,0,0,1,M,1
Male,26,25 - 45,Non Caucasian,0,0,0,7,F,1
Male,52,Greater than 45,Non Caucasian,0,0,0,20,F,0
Male,66,Greater than 45,Non Caucasian,0,0,0,33,F,1
Male,27,25 - 45,Caucasian,0,0,0,2,F,0
Male,51,Greater than 45,Caucasian,0,0,0,1,M,0
Male,35,25 - 45,Caucasian,0,0,0,1,F,0
Male,26,25 - 45,Non Caucasian,0,0,0,1,F,0
Male,52,Greater than 45,Caucasian,0,0,0,4,M,0
Female,35,25 - 45,Non Caucasian,0,0,0,12,M,0
Male,48,Greater than 45,Non Caucasian,0,0,0,12,F,0
Female,26,25 - 45,Non Caucasian,0,0,0,0,M,0
Female,48,Greater than 45,Caucasian,0,0,0,0,M,0
Male,30,25 - 45,Non Caucasian,0,0,0,7,M,0
Male,28,25 - 45,Non Caucasian,0,0,0,2,M,0
Male,33,25 - 45,Non Caucasian,0,0,0,2,M,0
Female,34,25 - 45,Non Caucasian,0,0,0,6,F,0
Male,25,25 - 45,Non Caucasian,0,0,0,0,M,0
Male,59,Greater than 45,Non Caucasian,0,0,0,10,F,1
Male,29,25 - 45,Non Caucasian,0,0,0,5,F,1
Male,24,Less than 25,Caucasian,0,0,0,0,F,0
Male,48,Greater than 45,Caucasian,0,0,0,1,F,1
Male,55,Greater than 45,Non Caucasian,0,0,0,0,M,1
Male,52,Greater than 45,Non Caucasian,0,0,0,4,M,0
Male,20,Less than 25,Non Caucasian,0,0,0,0,F,1
Male,25,25 - 45,Caucasian,0,0,0,4,F,1
Male,24,Less than 25,Caucasian,0,0,0,0,F,0
Male,23,Less than 25,Caucasian,0,0,0,0,M,0
Male,27,25 - 45,Caucasian,0,1,3,6,F,0
Male,25,25 - 45,Non Caucasian,0,1,0,1,M,1
Male,31,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,25,25 - 45,Non Caucasian,0,1,0,6,F,1
Male,32,25 - 45,Caucasian,0,0,0,1,F,1
Male,21,Less than 25,Caucasian,0,0,0,0,F,1
Male,37,25 - 45,Non Caucasian,0,0,0,1,F,0
Male,25,25 - 45,Caucasian,0,0,0,0,F,0
Male,32,25 - 45,Non Caucasian,1,1,0,20,F,0
Male,35,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,42,25 - 45,Non Caucasian,0,0,0,14,F,1
Male,24,Less than 25,Caucasian,0,0,1,9,M,1
Male,22,Less than 25,Caucasian,1,0,4,6,F,1
Male,21,Less than 25,Non Caucasian,0,0,0,0,F,1
Male,47,Greater than 45,Caucasian,0,0,0,1,M,0
Male,27,25 - 45,Non Caucasian,0,0,0,5,F,1
Male,43,25 - 45,Non Caucasian,0,0,0,2,M,1
Male,46,Greater than 45,Caucasian,0,0,0,2,F,1
Male,44,25 - 45,Non Caucasian,0,0,0,1,M,0
Male,27,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,23,Less than 25,Caucasian,0,0,0,2,F,0
Female,50,Greater than 45,Non Caucasian,0,0,0,1,F,0
Male,42,25 - 45,Non Caucasian,0,0,0,8,F,0
Male,58,Greater than 45,Non Caucasian,0,0,0,6,F,0
Male,26,25 - 45,Non Caucasian,0,0,1,3,F,0
Female,48,Greater than 45,Non Caucasian,0,0,0,0,F,0
Male,39,25 - 45,Non Caucasian,0,0,0,3,F,1
Male,21,Less than 25,Non Caucasian,0,2,0,3,F,1
Male,63,Greater than 45,Caucasian,0,0,0,1,M,0
Male,22,Less than 25,Non Caucasian,0,1,0,3,F,1
Male,50,Greater than 45,Non Caucasian,0,0,0,3,M,0
Male,38,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,41,25 - 45,Caucasian,0,0,0,1,F,0
Male,28,25 - 45,Non Caucasian,8,0,1,16,F,1
Female,30,25 - 45,Non Caucasian,0,0,0,0,M,0
Male,23,Less than 25,Non Caucasian,0,0,0,1,F,0
Male,25,25 - 45,Caucasian,0,0,0,2,F,1
Male,40,25 - 45,Caucasian,0,0,0,5,F,0
Male,24,Less than 25,Non Caucasian,0,0,0,8,F,0
Male,27,25 - 45,Non Caucasian,0,0,0,5,M,1
Male,44,25 - 45,Caucasian,0,0,0,11,M,0
Female,35,25 - 45,Non Caucasian,0,0,0,6,F,1
Male,42,25 - 45,Caucasian,0,0,0,0,M,0
Male,38,25 - 45,Non Caucasian,0,0,0,15,F,0
Male,26,25 - 45,Non Caucasian,0,0,0,4,F,0
Female,25,25 - 45,Non Caucasian,0,0,0,0,M,0
Male,24,Less than 25,Caucasian,0,0,0,1,F,0
Male,64,Greater than 45,Non Caucasian,0,0,0,1,F,0
Female,49,Greater than 45,Caucasian,0,0,0,2,M,1
Male,50,Greater than 45,Caucasian,0,0,0,5,F,1
Male,28,25 - 45,Caucasian,0,0,0,8,F,1
Male,66,Greater than 45,Caucasian,0,0,0,0,M,1
Female,46,Greater than 45,Caucasian,0,0,0,0,M,0
Male,30,25 - 45,Non Caucasian,0,0,1,5,F,1
Female,22,Less than 25,Caucasian,0,0,0,0,M,0
Male,23,Less than 25,Caucasian,0,0,0,1,M,0
Male,30,25 - 45,Non Caucasian,0,0,0,0,M,1
Male,24,Less than 25,Non Caucasian,1,0,0,10,F,1
Male,31,25 - 45,Non Caucasian,0,0,0,0,M,0
Male,31,25 - 45,Non Caucasian,0,0,0,1,F,0
Male,21,Less than 25,Non Caucasian,4,0,0,4,F,1
Male,28,25 - 45,Non Caucasian,0,0,0,4,F,0
Male,25,25 - 45,Non Caucasian,0,0,0,0,M,0
Female,21,Less than 25,Caucasian,0,0,0,0,F,0
Male,27,25 - 45,Non Caucasian,0,0,0,0,M,0
Male,20,Less than 25,Non Caucasian,0,0,0,0,M,1
Male,32,25 - 45,Non Caucasian,0,0,0,1,F,0
Female,24,Less than 25,Caucasian,0,0,1,0,F,0
Male,20,Less than 25,Non Caucasian,1,0,0,1,F,0
Male,31,25 - 45,Non Caucasian,0,0,0,3,M,1
Male,27,25 - 45,Non Caucasian,0,0,0,3,M,1
Male,59,Greater than 45,Non Caucasian,0,0,0,17,F,1
Male,40,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,22,Less than 25,Non Caucasian,0,0,0,11,F,1
Female,38,25 - 45,Non Caucasian,0,0,0,1,F,0
Male,36,25 - 45,Non Caucasian,0,0,0,1,M,1
Male,30,25 - 45,Non Caucasian,0,0,0,1,M,0
Male,27,25 - 45,Caucasian,0,0,0,6,F,1
Male,43,25 - 45,Non Caucasian,0,0,0,1,M,0
Female,59,Greater than 45,Caucasian,0,0,0,0,M,0
Male,37,25 - 45,Caucasian,0,0,0,2,M,0
Male,28,25 - 45,Non Caucasian,0,0,0,5,M,1
Male,38,25 - 45,Caucasian,0,0,0,0,F,0
Male,22,Less than 25,Non Caucasian,0,0,1,0,F,1
Male,43,25 - 45,Non Caucasian,0,0,0,1,M,0
Male,25,25 - 45,Non Caucasian,0,0,0,4,F,1
Male,51,Greater than 45,Caucasian,0,0,0,0,M,0
Male,30,25 - 45,Non Caucasian,0,0,0,6,F,1
Male,29,25 - 45,Caucasian,0,0,0,2,M,1
Male,28,25 - 45,Non Caucasian,0,0,0,10,F,0
Male,26,25 - 45,Non Caucasian,0,0,0,6,M,0
Male,55,Greater than 45,Non Caucasian,0,0,0,9,M,1
Female,23,Less than 25,Caucasian,0,0,0,3,F,0
Female,22,Less than 25,Non Caucasian,0,0,0,0,M,0
Female,19,Less than 25,Caucasian,0,0,0,2,F,1
Male,31,25 - 45,Non Caucasian,0,0,0,1,M,0
Male,29,25 - 45,Non Caucasian,0,0,0,0,M,0
Male,61,Greater than 45,Non Caucasian,0,0,0,15,F,1
Male,24,Less than 25,Non Caucasian,0,0,0,4,F,1
Male,31,25 - 45,Non Caucasian,0,0,0,0,M,0
Male,20,Less than 25,Non Caucasian,0,1,1,4,F,1
Male,26,25 - 45,Caucasian,0,0,0,3,F,1
Male,27,25 - 45,Caucasian,0,0,0,5,M,0
Male,25,25 - 45,Caucasian,0,0,0,1,F,0
Male,23,Less than 25,Caucasian,0,2,0,3,F,1
Male,38,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,27,25 - 45,Non Caucasian,0,2,1,18,F,1
Female,35,25 - 45,Caucasian,0,0,0,0,F,1
Male,22,Less than 25,Non Caucasian,0,0,0,0,F,0
Female,58,Greater than 45,Non Caucasian,0,0,0,4,F,1
Female,57,Greater than 45,Caucasian,0,0,0,0,M,1
Male,21,Less than 25,Non Caucasian,0,0,1,0,F,0
Female,22,Less than 25,Non Caucasian,0,0,0,0,F,0
Male,30,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,24,Less than 25,Caucasian,0,0,0,1,F,1
Male,22,Less than 25,Caucasian,0,0,0,2,F,1
Male,29,25 - 45,Caucasian,0,0,0,3,F,1
Male,30,25 - 45,Non Caucasian,0,0,0,8,F,1
Female,31,25 - 45,Non Caucasian,0,0,0,10,F,0
Female,45,Greater than 45,Caucasian,0,0,0,1,F,0
Male,23,Less than 25,Non Caucasian,0,0,0,4,F,0
Male,39,25 - 45,Caucasian,0,0,0,2,F,1
Male,31,25 - 45,Non Caucasian,0,0,0,0,F,1
Male,22,Less than 25,Non Caucasian,0,0,0,1,F,1
Female,27,25 - 45,Non Caucasian,0,0,0,9,F,1
Male,27,25 - 45,Non Caucasian,0,0,0,13,F,1
Male,38,25 - 45,Caucasian,0,0,0,1,F,1
Male,31,25 - 45,Non Caucasian,0,0,0,23,F,1
Male,47,Greater than 45,Non Caucasian,0,0,0,20,F,0
Male,22,Less than 25,Non Caucasian,0,1,0,3,F,0
Male,35,25 - 45,Non Caucasian,0,0,1,1,M,1
Male,23,Less than 25,Non Caucasian,0,0,0,2,M,1
Male,65,Greater than 45,Non Caucasian,0,0,0,2,M,1
Male,35,25 - 45,Non Caucasian,0,0,0,0,M,0
Female,33,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,53,Greater than 45,Caucasian,0,0,0,1,M,0
Male,52,Greater than 45,Non Caucasian,0,0,0,0,F,0
Male,21,Less than 25,Non Caucasian,0,0,0,0,F,0
Male,37,25 - 45,Non Caucasian,0,0,0,11,F,0
Male,30,25 - 45,Non Caucasian,0,0,0,4,M,1
Male,33,25 - 45,Caucasian,0,0,0,5,F,0
Male,31,25 - 45,Non Caucasian,0,0,0,2,M,0
Male,54,Greater than 45,Non Caucasian,0,0,0,0,F,0
Female,31,25 - 45,Non Caucasian,0,0,0,0,M,0
Female,59,Greater than 45,Caucasian,0,0,0,2,F,0
Male,27,25 - 45,Non Caucasian,0,0,0,0,M,0
Male,36,25 - 45,Non Caucasian,0,0,0,0,M,1
Male,46,Greater than 45,Non Caucasian,0,0,0,17,F,1
Male,22,Less than 25,Non Caucasian,0,0,1,3,F,0
Female,28,25 - 45,Caucasian,0,0,0,0,M,0
Female,34,25 - 45,Caucasian,0,0,1,15,F,1
Male,29,25 - 45,Non Caucasian,0,0,0,7,F,1
Male,23,Less than 25,Non Caucasian,0,0,1,2,M,1
Male,27,25 - 45,Non Caucasian,0,0,0,3,F,0
Male,21,Less than 25,Non Caucasian,0,0,1,0,F,1
Male,48,Greater than 45,Caucasian,0,0,0,3,F,1
Male,30,25 - 45,Non Caucasian,0,0,0,15,F,1
Female,32,25 - 45,Non Caucasian,0,0,0,2,F,0
Male,31,25 - 45,Non Caucasian,0,0,0,5,F,0
Male,36,25 - 45,Non Caucasian,0,1,0,4,M,0
Male,36,25 - 45,Non Caucasian,0,0,0,1,M,0
Male,44,25 - 45,Non Caucasian,0,0,0,14,F,1
Male,53,Greater than 45,Caucasian,0,0,0,2,F,0
Male,33,25 - 45,Non Caucasian,0,0,0,3,M,1
Male,21,Less than 25,Non Caucasian,1,0,0,2,F,0
Male,33,25 - 45,Non Caucasian,0,0,0,4,F,1
Male,47,Greater than 45,Caucasian,0,0,0,2,F,1
Male,57,Greater than 45,Non Caucasian,0,0,0,20,F,1
Male,28,25 - 45,Non Caucasian,0,0,0,2,M,0
Male,24,Less than 25,Non Caucasian,0,0,0,1,M,0
Male,44,25 - 45,Non Caucasian,0,0,0,1,F,0
Male,46,Greater than 45,Non Caucasian,0,0,0,0,F,0
Male,37,25 - 45,Non Caucasian,0,0,0,6,F,0
Male,26,25 - 45,Non Caucasian,0,0,0,10,M,1
Male,27,25 - 45,Non Caucasian,0,1,0,10,F,1
Male,40,25 - 45,Caucasian,0,0,0,1,F,0
Female,60,Greater than 45,Caucasian,0,0,0,9,F,1
Male,53,Greater than 45,Caucasian,0,0,0,1,F,0
Male,26,25 - 45,Non Caucasian,0,1,0,8,F,0
Male,28,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,23,Less than 25,Non Caucasian,0,0,0,0,M,0
Female,46,Greater than 45,Caucasian,0,0,0,2,F,0
Male,23,Less than 25,Non Caucasian,0,0,0,0,F,1
Male,37,25 - 45,Non Caucasian,0,0,0,5,F,1
Male,44,25 - 45,Non Caucasian,0,0,1,1,M,0
Male,50,Greater than 45,Non Caucasian,0,0,0,18,F,1
Male,45,Greater than 45,Non Caucasian,0,0,0,0,M,0
Male,22,Less than 25,Non Caucasian,0,0,0,1,F,0
Male,26,25 - 45,Caucasian,0,0,0,1,F,1
Male,62,Greater than 45,Caucasian,0,0,0,0,F,0
Male,34,25 - 45,Caucasian,0,0,0,0,M,1
Male,24,Less than 25,Non Caucasian,0,0,0,1,F,0
Male,21,Less than 25,Caucasian,0,0,0,0,M,0
Male,25,25 - 45,Caucasian,0,0,0,0,F,1
Male,68,Greater than 45,Caucasian,0,0,0,0,M,0
Male,41,25 - 45,Caucasian,0,0,0,2,M,0
Male,21,Less than 25,Caucasian,0,0,0,1,F,0
Female,37,25 - 45,Non Caucasian,0,0,0,1,F,0
Male,22,Less than 25,Non Caucasian,0,0,0,0,F,0
Male,38,25 - 45,Caucasian,0,0,0,11,F,1
Male,42,25 - 45,Caucasian,0,0,0,1,F,0
Male,22,Less than 25,Caucasian,0,1,1,1,F,1
Male,45,Greater than 45,Non Caucasian,0,0,0,0,F,1
Female,36,25 - 45,Non Caucasian,0,0,0,4,F,1
Male,48,Greater than 45,Non Caucasian,0,0,0,2,F,0
Female,45,Greater than 45,Caucasian,0,0,0,1,F,0
Male,23,Less than 25,Non Caucasian,0,0,1,6,F,1
Male,24,Less than 25,Non Caucasian,0,0,0,0,F,0
Male,29,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,24,Less than 25,Non Caucasian,0,0,0,0,F,0
Male,50,Greater than 45,Non Caucasian,0,0,0,11,F,0
Male,34,25 - 45,Non Caucasian,0,1,0,10,F,1
Male,23,Less than 25,Non Caucasian,0,0,0,0,F,0
Female,22,Less than 25,Caucasian,0,0,0,0,M,0
Male,36,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,30,25 - 45,Caucasian,0,0,0,22,F,1
Male,21,Less than 25,Non Caucasian,0,0,0,0,F,1
Female,53,Greater than 45,Caucasian,0,0,0,0,F,0
Male,24,Less than 25,Caucasian,0,0,0,1,F,0
Male,25,25 - 45,Non Caucasian,0,1,1,7,M,1
Female,25,25 - 45,Non Caucasian,0,0,0,1,M,0
Male,71,Greater than 45,Non Caucasian,0,0,0,8,F,0
Male,39,25 - 45,Non Caucasian,0,4,0,10,M,0
Female,37,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,20,Less than 25,Non Caucasian,0,0,2,0,F,1
Female,29,25 - 45,Non Caucasian,0,0,0,3,F,0
Male,22,Less than 25,Non Caucasian,0,0,0,2,F,1
Male,26,25 - 45,Non Caucasian,0,0,0,4,F,1
Male,35,25 - 45,Non Caucasian,0,0,0,5,F,0
Female,47,Greater than 45,Non Caucasian,0,0,0,19,F,1
Male,21,Less than 25,Non Caucasian,0,0,0,1,F,1
Female,23,Less than 25,Non Caucasian,0,0,0,0,M,0
Female,20,Less than 25,Caucasian,0,0,0,1,F,1
Female,23,Less than 25,Non Caucasian,0,0,0,0,F,0
Male,27,25 - 45,Non Caucasian,0,0,0,3,M,0
Male,55,Greater than 45,Caucasian,0,0,0,18,F,1
Female,53,Greater than 45,Non Caucasian,0,0,0,0,F,0
Female,23,Less than 25,Non Caucasian,0,0,0,0,F,0
Male,26,25 - 45,Non Caucasian,0,0,1,5,F,1
Male,25,25 - 45,Non Caucasian,0,0,0,6,F,0
Male,23,Less than 25,Non Caucasian,0,0,0,2,M,0
Male,27,25 - 45,Non Caucasian,0,0,0,4,F,1
Male,26,25 - 45,Non Caucasian,0,0,0,2,M,0
Male,29,25 - 45,Non Caucasian,0,0,0,1,M,0
Male,27,25 - 45,Non Caucasian,0,0,0,1,F,1
Male,28,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,31,25 - 45,Non Caucasian,0,0,0,0,M,0
Male,41,25 - 45,Non Caucasian,0,0,0,8,F,1
Male,25,25 - 45,Caucasian,0,0,0,0,M,0
Male,47,Greater than 45,Caucasian,0,0,0,0,M,0
Male,37,25 - 45,Non Caucasian,0,0,0,4,F,0
Female,35,25 - 45,Non Caucasian,0,0,0,4,F,0
Male,24,Less than 25,Caucasian,0,0,0,1,M,1
Male,21,Less than 25,Caucasian,0,2,1,2,F,1
Male,22,Less than 25,Caucasian,0,0,0,0,F,1
Male,57,Greater than 45,Non Caucasian,0,0,0,11,F,0
Male,48,Greater than 45,Caucasian,0,0,0,0,F,0
Male,36,25 - 45,Non Caucasian,0,0,0,0,F,0
Female,37,25 - 45,Non Caucasian,0,0,0,3,F,0
Male,31,25 - 45,Caucasian,0,0,0,0,M,0
Male,22,Less than 25,Non Caucasian,0,1,0,1,F,1
Male,31,25 - 45,Caucasian,0,0,0,2,M,0
Male,24,Less than 25,Non Caucasian,0,0,0,0,F,1
Male,32,25 - 45,Non Caucasian,0,0,1,22,F,1
Female,23,Less than 25,Non Caucasian,0,0,0,0,M,0
Male,63,Greater than 45,Non Caucasian,0,0,0,0,M,0
Male,30,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,26,25 - 45,Caucasian,0,0,0,2,F,1
Male,48,Greater than 45,Caucasian,0,0,0,2,M,0
Male,20,Less than 25,Caucasian,0,0,2,0,F,0
Female,24,Less than 25,Non Caucasian,0,0,0,1,M,1
Female,36,25 - 45,Non Caucasian,0,0,0,1,M,0
Male,83,Greater than 45,Non Caucasian,0,0,0,0,M,0
Male,28,25 - 45,Caucasian,0,0,0,2,F,0
Male,36,25 - 45,Non Caucasian,0,0,0,3,F,1
Female,33,25 - 45,Non Caucasian,0,0,0,0,M,0
Male,39,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,29,25 - 45,Non Caucasian,0,0,0,3,M,0
Male,30,25 - 45,Non Caucasian,0,0,0,17,F,1
Female,19,Less than 25,Caucasian,1,1,0,1,M,1
Male,24,Less than 25,Non Caucasian,0,0,0,1,F,1
Male,36,25 - 45,Non Caucasian,0,0,0,11,F,0
Female,29,25 - 45,Caucasian,0,0,0,1,F,0
Male,35,25 - 45,Non Caucasian,0,0,0,7,F,0
Male,24,Less than 25,Non Caucasian,0,0,1,0,F,0
Male,26,25 - 45,Caucasian,0,0,0,0,M,0
Male,26,25 - 45,Caucasian,0,0,0,8,F,0
Male,52,Greater than 45,Non Caucasian,0,0,0,7,M,0
Male,28,25 - 45,Non Caucasian,0,0,0,14,F,1
Male,32,25 - 45,Non Caucasian,0,0,0,0,M,0
Female,32,25 - 45,Caucasian,0,0,0,1,M,1
Male,33,25 - 45,Non Caucasian,0,0,0,5,M,1
Male,29,25 - 45,Non Caucasian,0,1,0,16,F,0
Male,34,25 - 45,Caucasian,0,0,0,1,M,1
Female,37,25 - 45,Non Caucasian,0,0,0,0,M,1
Male,43,25 - 45,Caucasian,0,0,0,0,M,0
Male,47,Greater than 45,Caucasian,0,0,0,2,F,0
Male,25,25 - 45,Non Caucasian,0,0,0,3,M,1
Female,23,Less than 25,Non Caucasian,0,0,0,1,F,0
Male,39,25 - 45,Caucasian,0,0,0,2,M,0
Male,35,25 - 45,Non Caucasian,0,0,0,13,F,1
Male,33,25 - 45,Non Caucasian,0,0,0,0,F,0
Male,21,Less than 25,Non Caucasian,0,0,0,0,F,1
Male,43,25 - 45,Non Caucasian,1,0,0,20,F,0
Male,25,25 - 45,Non Caucasian,0,1,1,3,F,1
Male,48,Greater than 45,Non Caucasian,1,0,0,25,F,1
Male,22,Less than 25,Non Caucasian,0,0,1,1,M,1
Male,52,Greater than 45,Non Caucasian,1,0,0,9,M,1
Male,26,25 - 45,Caucasian,0,0,0,5,F,1
Male,67,Greater than 45,Non Caucasian,0,0,0,4,M,1
Male,34,25 - 45,Non Caucasian,0,0,0,4,M,0
Male,56,Greater than 45,Caucasian,0,0,0,4,M,0
Male,28,25 - 45,Non Caucasian,0,0,0,1,F,1
Male,29,25 - 45,Non Caucasian,0,0,0,2,M,0
Female,24,Less than 25,Non Caucasian,0,0,0,0,M,1
Male,37,25 - 45,Non Caucasian,0,0,0,6,F,1
Male,43,25 - 45,Non Caucasian,0,0,0,3,F,0
Male,51,Greater than 45,Caucasian,0,0,0,0,F,0
Male,20,Less than 25,Non Caucasian,0,0,1,1,M,1
Male,26,25 - 45,Caucasian,0,0,0,4,M,1
Female,39,25 - 45,Caucasian,0,0,0,1,M,1
Male,21,Less than 25,Non Caucasian,0,0,1,1,F,0
Male,21,Less than 25,Non Caucasian,0,1,1,1,F,1
Male,24,Less than 25,Caucasian,0,2,0,3,F,1
Male,26,25 - 45,Non Caucasian,0,1,0,4,M,1
Male,48,Greater than 45,Caucasian,0,0,0,1,F,0
Male,24,Less than 25,Non Caucasian,0,1,0,5,F,1
Male,26,25 - 45,Caucasian,0,0,0,0,F,0
Male,46,Greater than 45,Caucasian,0,0,0,0,F,0
Female,30,25 - 45,Non Caucasian,0,0,0,1,M,0
Male,24,Less than 25,Non Caucasian,0,1,1,7,M,0
Female,21,Less than 25,Caucasian,0,0,0,0,M,0
Male,24,Less than 25,Non Caucasian,0,0,0,1,F,1
Male,30,25 - 45,Non Caucasian,0,0,0,1,F,0
Male,36,25 - 45,Non Caucasian,0,0,0,9,M,0
Male,30,25 - 45,Non Caucasian,0,0,0,5,F,1
Female,22,Less than 25,Caucasian,0,0,0,1,F,0
Male,25,25 - 45,Non Caucasian,0,0,0,0,F,1
Male,31,25 - 45,Non Caucasian,0,3,0,25,M,1
Male,24,Less than 25,Non Caucasian,0,0,0,0,F,0
Male,39,25 - 45,Non Caucasian,0,0,0,13,F,1
Male,46,Greater than 45,Non Caucasian,0,0,0,0,F,0
Male,48,Greater than 45,Non Caucasian,0,0,0,5,M,1
Female,30,25 - 45,Non Caucasian,0,0,0,4,F,0
Male,40,25 - 45,Caucasian,0,0,0,0,F,0
Female,52,Greater than 45,Non Caucasian,0,0,0,0,F,0
Male,23,Less than 25,Non Caucasian,1,0,1,3,F,0
Female,26,25 - 45,Non Caucasian,0,0,0,1,M,0
Male,22,Less than 25,Caucasian,0,1,0,1,F,1
Male,42,25 - 45,Caucasian,0,0,0,3,F,0
Male,23,Less than 25,Non Caucasian,0,3,1,6,F,1
Male,33,25 - 45,Non Caucasian,0,0,0,4,F,1
Male,28,25 - 45,Non Caucasian,0,0,0,1,F,0
Female,37,25 - 45,Caucasian,0,0,0,4,M,0
Male,50,Greater than 45,Caucasian,0,0,0,1,F,0
Male,38,25 - 45,Non Caucasian,0,0,1,25,M,1
Male,32,25 - 45,Non Caucasian,0,0,0,1,F,0
Male,24,Less than 25,Non Caucasian,0,0,0,3,F,1
Male,51,Greater than 45,Non Caucasian,0,0,0,3,F,0
Male,19,Less than 25,Caucasian,0,0,0,1,M,1
Male,32,25 - 45,Non Caucasian,0,0,0,4,F,0
Female,31,25 - 45,Caucasian,0,0,0,1,F,1
Female,29,25 - 45,Non Caucasian,0,0,0,1,F,0
Male,43,25 - 45,Non Caucasian,0,0,0,0,M,0
Male,26,25 - 45,Non Caucasian,0,0,0,9,F,1
Male,27,25 - 45,Caucasian,0,0,0,0,F,1
Male,52,Greater than 45,Caucasian,0,0,0,1,F,1
Male,27,25 - 45,Non Caucasian,0,0,0,1,M,0
Female,57,Greater than 45,Non Caucasian,0,0,0,1,M,0
Male,28,25 - 45,Non Caucasian,0,0,0,3,M,1
Male,32,25 - 45,Non Caucasian,0,0,0,3,F,1
Male,27,25 - 45,Non Caucasian,0,0,0,5,M,1
Male,45,Greater than 45,Non Caucasian,0,0,0,0,M,1
Female,42,25 - 45,Caucasian,0,0,0,0,M,0
Male,33,25 - 45,Non Caucasian,0,0,0,0,F,1
Male,26,25 - 45,Caucasian,0,0,0,4,M,0
Female,28,25 - 45,Caucasian,0,0,1,3,M,0
Female,53,Greater than 45,Caucasian,0,0,0,0,M,0
Male,24,Less than 25,Caucasian,0,0,0,0,F,0
Male,28,25 - 45,Non Caucasian,0,0,0,1,F,0
Male,28,25 - 45,Non Caucasian,0,0,0,1,F,0
Male,39,25 - 45,Non Caucasian,0,0,1,6,M,1
Male,22,Less than 25,Non Caucasian,0,0,0,1,F,1
